"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MDB","MongoDB, Inc.","49.63","$2.51B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MNR","Monmouth Real Estate Investment Corporation","16.53","$1.31B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mnr",
"MNR^C","Monmouth Real Estate Investment Corporation","24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mnr^c",
"MPWR","Monolithic Power Systems, Inc.","133.67","$5.64B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","20.3","$856.12M","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MNRO","Monro, Inc. ","58.1","$1.91B","1991","Consumer Services","Automotive Aftermarket","https://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","13.48","$272.83M","2012","n/a","n/a","https://www.nasdaq.com/symbol/mrcc",
"MNST","Monster Beverage Corporation","57.3","$32.24B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst",
"MCO","Moody&#39;s Corporation","170.56","$32.73B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","47.4","$83.91B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","23.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","28.22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","27.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ms^f",
"MS^G","Morgan Stanley","26.42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ms^g",
"MS^I","Morgan Stanley","26.86","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ms^i",
"MS^K","Morgan Stanley","25.69","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ms^k",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","17.08","$224.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/apf",
"CAF","Morgan Stanley China A Share Fund Inc.","23.08","$505.02M","2006","n/a","n/a","https://www.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","8.75","$182.55M","1993","n/a","n/a","https://www.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","6.7","$447.72M","2007","n/a","n/a","https://www.nasdaq.com/symbol/edd",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","16.24","$225.04M","1991","n/a","n/a","https://www.nasdaq.com/symbol/msf",
"IIF","Morgan Stanley India Investment Fund, Inc.","25.9","$365.88M","1994","n/a","n/a","https://www.nasdaq.com/symbol/iif",
"MORN","Morningstar, Inc.","128.25","$5.45B","2005","Finance","Investment Managers","https://www.nasdaq.com/symbol/morn",
"MOR","MorphoSys AG","30.34","$3.82B","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mor",
"MOSC","Mosaic Acquisition Corp.","9.68","$98.05M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mosc",
"MOSC.U","Mosaic Acquisition Corp.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/mosc.u",
"MOSC.WS","Mosaic Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mosc.ws",
"MOS","Mosaic Company (The)","28.05","$10.81B","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/mos",
"MOSY","MoSys, Inc.","1.75","$14.3M","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MTFB","Motif Bio plc","8.2","$121.58M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfb",
"MTFBW","Motif Bio plc","2.586","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfbw",
"MPAA","Motorcar Parts of America, Inc.","18.71","$353.49M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mpaa",
"MSI","Motorola Solutions, Inc.","116.37","$18.87B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/msi",
"MOTS","Motus GI Holdings, Inc.","7.19","$112.49M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots",
"MPVD","Mountain Province Diamonds Inc.","2.45","$514.51M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mpvd",
"MOV","Movado Group Inc.","48.3","$1.12B","n/a","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/mov",
"MOXC","Moxian, Inc.","1.959","$131.27M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"MPLX","MPLX LP","34.14","$27.11B","2012","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","21.67","$1.94B","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mrc",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","12.13","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/hjv",
"MSA","MSA Safety Incorporporated","96.34","$3.69B","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/msa",
"MSBF","MSB Financial Corp.","21.5","$118.65M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msbf",
"MSM","MSC Industrial Direct Company, Inc.","84.85","$4.79B","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","165.43","$14.73B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/msci",
"MSGN","MSG Networks Inc.","23.95","$1.8B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/msgn",
"MTEC","MTech Acquisition Corp.","9.76","$6.73M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtec",
"MTECU","MTech Acquisition Corp.","10.37","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtecu",
"MTECW","MTech Acquisition Corp.","0.65","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtecw",
"MTGE","MTGE Investment Corp.","19.6","$897.63M","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mtge",
"MTGEP","MTGE Investment Corp.","25.93","$51.86M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mtgep",
"MTSC","MTS Systems Corporation","52.65","$938.7M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mtsc",
"MUDS","Mudrick Capital Acquisition Corporation","9.64","$250.64M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/muds",
"MUDSU","Mudrick Capital Acquisition Corporation","10.2204","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsu",
"MUDSW","Mudrick Capital Acquisition Corporation","0.64","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsw",
"MLI","Mueller Industries, Inc.","29.51","$1.7B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mli",
"MWA","Mueller Water Products Inc","11.72","$1.85B","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mwa",
"LABL","Multi-Color Corporation","64.65","$1.32B","1987","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/labl",
"MVF","MuniVest Fund, Inc.","8.76","$567.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","14.9494","$69.27M","1993","n/a","n/a","https://www.nasdaq.com/symbol/mza",
"MUR","Murphy Oil Corporation","33.77","$5.84B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","74.29","$2.47B","2013","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/musa",
"MBIO","Mustang Bio, Inc.","6.89","$186.8M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbio",
"MFSF","MutualFirst Financial Inc.","37.75","$323.7M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfsf",
"MVO","MV Oil Trust","10.24","$117.76M","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mvo",
"MVBF","MVB Financial Corp.","18.05","$204.62M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mvbf",
"MVC","MVC Capital, Inc.","9.5","$178.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mvc",
"MVCD","MVC Capital, Inc.","25.2501","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/mvcd",
"MYSZ","My Size, Inc.","0.9115","$26.94M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"MYE","Myers Industries, Inc.","19.2","$587.29M","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/mye",
"MYL","Mylan N.V.","36.14","$18.63B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myl",
"MYND","MYnd Analytics, Inc.","1.82","$10.79M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mynd",
"MYNDW","MYnd Analytics, Inc.","0.1992","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/myndw",
"MYOK","MyoKardia, Inc.","49.65","$1.79B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myok",
"MYO","Myomo Inc.","2.96","$36.73M","2017","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/myo",
"MYOS","MYOS RENS Technology Inc.","1.47","$10.99M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myos",
"MYOV","Myovant Sciences Ltd.","22.87","$1.48B","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myov",
"MYRG","MYR Group, Inc.","35.46","$584.98M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","37.37","$2.61B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/mygn",
"NBR","Nabors Industries Ltd.","6.41","$2.29B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nbr",
"NBR^A","Nabors Industries Ltd.","46.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nbr^a",
"NBRV","Nabriva Therapeutics plc","3.48","$141.64M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nbrv",
"NC","NACCO Industries, Inc.","33.75","$234.14M","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/nc",
"NAKD","Naked Brand Group Limited","6.34","$65.57M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd",
"NTP","Nam Tai Property Inc.","10.95","$411.46M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ntp",
"NNDM","Nano Dimension Ltd.","2.1","$40.53M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NANO","Nanometrics Incorporated","35.41","$845.96M","1984","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nano",
"NSTG","NanoString Technologies, Inc.","13.68","$352.27M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","4.79","$18.85M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/naov",
"NNVC","NanoViricides, Inc.","0.44","$30.35M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nnvc",
"NH","NantHealth, Inc.","3.31","$359.44M","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","3.06","$238.95M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","14.65","$274.2M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nssc",
"ATEST","NASDAQ TEST STOCK","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.c",
"NTEST","NASDAQ TEST STOCK","22.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ntest.c",
"NDAQ","Nasdaq, Inc.","91.27","$15.24B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","18.82","$1.03B","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","94.1","$394.05M","1993","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/nath",
"NAUH","National American University Holdings, Inc.","0.9489","$23.09M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/nauh",
"NBHC","National Bank Holdings Corporation","38.59","$1.18B","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/nbhc",
"NKSH","National Bankshares, Inc.","46.4","$322.85M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","106.9","$4.98B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","8.4","$663.63M","2007","Consumer Services","Advertising","https://www.nasdaq.com/symbol/ncmi",
"NCOM","National Commerce Corporation","46.3","$798.52M","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/ncom",
"NESR","National Energy Services Reunited Corp.","10.35","$885.57M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","1.2","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesrw",
"NFG","National Fuel Gas Company","52.96","$4.55B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfg",
"NGHC","National General Holdings Corp","26.33","$2.82B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","25.1301","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","25.235","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","25.319","$55.7M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","25.58","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcz",
"NGG","National Grid Transco, PLC","55.85","$37.49B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","73.68","$3.06B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nhi",
"NHC","National HealthCare Corporation","70.38","$1.07B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/nhc",
"NHLD","National Holdings Corporation","3.28","$40.97M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","1","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","41.98","$5.51B","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NOV","National Oilwell Varco, Inc.","43.4","$16.58B","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","124","$865.15M","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/npk",
"NRC","National Research Corporation","37.4","$920.37M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nrc",
